feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
-0.17919347587992612,2.3263597240871734,2.0985333583366037,1.7100439739821447,4.469805714410962,1.9529234051528706,-2.6058979826412694
-0.16653448943088944,-5.0329360722819985,-5.018728448053701,1.9449747197774316,22.69516941526417,-0.7894333805754821,-0.04180373252517186
-0.08549626017273793,4.645340271094555,-5.151639783709744,1.7300729397923615,26.432610990506696,-1.1943871505673815,-11.13976560403611
0.7062950266437084,5.515683999720826,-3.730532120483928,2.315774229222436,30.841998073261315,-1.5573030434749002,-11.775645510632051
0.7909915263327583,-19.557579219853615,14.314379064063106,4.533938914095326,386.5295524280834,-15.657805725027142,-57.52783295438131
0.3483175102558236,-13.787455831606316,13.794235915200401,3.879437657855384,194.30458403443893,-9.934058329729904,-24.750935479409577
0.5451427391963779,-0.9825082351344977,0.6908265982944893,0.9104578532262281,0.8097578884052626,3.0709212325628235,0.7030118285193391
-0.31123339723315024,-2.180767117537088,1.534014422319471,2.3152239840230386,8.57478387422692,1.182538471697975,1.8665380463745656
0.181382643036283,-7.671868091281751,7.605702874354699,2.791483199755367,59.15792853446715,-3.690225676118388,-4.119330928971078
1.2600333872264577,-12.199114117497155,-1.0042150827536824,3.795721507762782,155.62518845339974,-8.464347363862823,-18.34241043117833
-0.980377825903486,-10.254445326628275,-6.254772295140882,2.9910729238963185,101.26048845204839,-6.07189357583005,-10.399266215537498
0.901057313391897,12.940595588457336,4.976403235453288,3.5786915802267476,167.99730086815734,-8.962211091122635,-46.58760986795246
-0.7610505575203624,-2.586696448370091,1.2129683360866341,1.8215070547856786,7.725259731717916,1.2500836656787597,1.4007282511190358
-0.5609644281154349,-2.191963125887411,1.820660416550364,1.6101523750244315,5.337276277711209,1.710871210646841,1.3382723299698152
0.06622830919979994,-14.034165904149619,10.599648022675265,3.173204229851043,182.53339873491456,-9.529168351654498,-23.583508458322555
-0.6889394922723782,-8.706235275480044,4.870287050050741,3.1353544552775436,78.73375571659973,-4.8642934059158875,-6.692787980881044
0.9507176558810639,20.574010461353286,18.9627755261167,5.031603513101798,401.2128293072007,-16.016373096603974,-99.58977412034494
-1.0027200335932183,3.5538995357177994,-2.192450468050706,1.7637960698596962,13.662161407005403,0.28157462859745586,-6.6482886556253185
-0.6389385788591432,-16.77407228155113,-13.966282311572353,4.001551432778384,278.4807291971566,-12.690253095248707,-39.10647576774553
-0.3273010909515946,4.379307662476625,-4.160124104514886,2.0878159669811045,19.227951623209236,-0.38569735835571883,-8.23895531805248
0.5462956683822252,5.311017384092687,-4.266170637519957,2.2368365493319584,29.04568573025747,-1.3974144552166283,-11.310228086616853
0.08418188793708054,-4.743097724472081,-4.735225391283297,2.210751029861805,22.778222395453067,-0.7698501041229955,0.2463084806134794
0.6338972879265535,-32.3325818739499,28.711227669192606,5.856808126663577,1055.7205164809652,-28.48943919430755,-178.4664353174563
-0.5337819881355144,10.384114178279953,-7.06447231690512,3.3675040053401104,104.46240458487009,-6.212275243555968,-30.898549438861206
0.34350186720049203,5.242761522982347,-3.3569586506078495,1.8741526392512378,32.7748640256613,-1.7708730304076719,-12.95957964445032
0.6621028613131152,-0.9027589353748576,1.5128610354996095,1.452551104694063,1.8790629288386276,2.758787243265923,1.2715447565974154
-0.5227603781605354,-2.55555375991131,0.8191947767655463,2.2101610092167903,9.62807864455154,0.9738643808748861,1.6652181212713701
0.39881686263489846,-5.340403824884808,-4.634137212969901,2.185923568464834,27.33103479407582,-1.2377206815041655,-0.35170604936776895
0.9970118933758512,-0.012346678588434275,-0.002855489908408222,0.09402402042408653,-0.0028554886056269273,3.990597222246671,0.00644119447232773
